REG_DATE,P_TYPE,CTRY_1,CTRY_2,P_PURPOSE,CATEGORY_1,CATEGORY_2,P_NAME,P_IMPORT_TYPE,P_PRICE
2020-03-30,수산물,미국,미국,판매용,어류,명태,명태,"냉동,곤이",1.56 
2020-03-30,수산물,미국,미국,판매용,어류,홍어,홍어,냉동,5.72 
2020-03-30,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,백합,활,2.23 
2020-03-30,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,황돔,냉장,5.29 
2020-03-30,수산물,일본,일본,판매용,패류 멍게류,조개 백합 대합,북방대합,활,3.41 
2020-03-30,수산물,모리타니,모리타니,판매용,연체류 해물모듬,문어,문어,냉동,8.58 
2020-03-30,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",26.97 
2020-03-30,수산물,러시아,중국,판매용,어류,가자미,각시가자미,냉동,2.14 
2020-03-30,수산물,러시아,러시아,판매용,어류,대구,대구,"냉동,목살",1.16 
2020-03-30,수산물,태국,태국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,7.08 
2020-03-30,수산물,미국,미국,판매용,갑각류,가재 랍스타,바다가재,활,17.63 
2020-03-30,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙",8.35 
2020-03-30,수산물,베트남,베트남,판매용,연체류 해물모듬,갑오징어,갑오징어,"냉동,동체",9.04 
2020-03-30,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",2.12 
2020-03-30,수산물,에콰도르,에콰도르,판매용,갑각류,새우,흰다리새우,냉동,6.15 
2020-03-30,수산물,페루,페루,판매용,갑각류,새우,흰다리새우,냉동,6.55 
2020-03-30,수산물,베트남,베트남,판매용,어류,가오리,가오리,냉동,4.04 
2020-03-30,수산물,캐나다,캐나다,판매용,알 곤이류,성게알,성게알,"냉장,횟감",107.29 
2020-03-30,수산물,중국,중국,판매용,어류,잉어,이스라엘잉어,활,2.37 
2020-03-30,수산물,중국,중국,판매용,어류,홍어,홍어,냉장,10.06 
2020-03-30,수산물,중국,중국,판매용,어류,조기 보구치 강다리 ,참조기,냉동,3.58 
2020-03-30,수산물,중국,중국,판매용,연체류 해물모듬,낙지,낙지,냉동,6.13 
2020-03-30,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,돌돔,활,24.49 
2020-03-30,수산물,러시아,중국,판매용,어류,명태,명태,냉동,2.74 
2020-03-30,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살",9.27 
2020-03-30,수산물,베트남,베트남,판매용,갑각류,새우,젓새우,염장,0.67 
2020-03-30,수산물,중국,중국,판매용,패류 멍게류,바지락,바지락,"냉동,살,자숙",2.71 
2020-03-30,수산물,중국,홍콩,판매용,어류,부세,부세,냉동,3.92 
2020-03-30,수산물,러시아,일본,판매용,알 곤이류,성게알,성게알,"냉장,횟감",242.49 
2020-03-30,수산물,러시아,러시아,판매용,어류,명태,명태,냉동,1.26 
2020-03-30,수산물,미국,미국,외화획득용 제품,어류,대구,대구,냉동,2.89 
2020-03-30,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",1.59 
2020-03-30,수산물,중국,중국,판매용,어류,아귀,아귀,냉장,2.19 
2020-03-30,수산물,중국,중국,판매용,어류,가자미,돌가자미,활,10.89 
2020-03-30,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,8.70 
2020-03-30,수산물,미국,미국,판매용,어류,대구,대구,"냉동,곤이",2.39 
2020-03-30,수산물,미국,미국,판매용,어류,대구,대구,"냉동,목살",2.69 
2020-03-30,수산물,중국,중국,판매용,어류,미꾸라지,미꾸라지,활,4.20 
2020-03-30,수산물,중국,중국,판매용,갑각류,게,꽃게,"냉동,절단",3.03 
2020-03-30,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",2.05 
2020-03-30,수산물,중국,중국,판매용,어류,농어,농어,활,5.01 
2020-03-30,수산물,중국,중국,판매용,어류,민어 점성어,홍민어,활,4.42 
2020-03-30,수산물,일본,일본,판매용,어류,갈치,갈치,냉장,8.44 
2020-03-30,수산물,일본,일본,판매용,패류 멍게류,가리비,가리비,활,2.39 
2020-03-30,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",12.43 
2020-03-30,수산물,러시아,러시아,판매용,갑각류,게,대게,냉장,4.95 
2020-03-30,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,"백합,MERCENARIA MERCENARIA",활,0.94 
2020-03-30,수산물,베트남,베트남,판매용,연체류 해물모듬,갑오징어,갑오징어,냉동,5.05 
2020-03-30,수산물,중국,중국,판매용,패류 멍게류,개불,개불,활,13.22 
2020-03-30,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,참돔,활,5.52 
2020-03-30,수산물,태국,태국,판매용,연체류 해물모듬,갑오징어,갑오징어,냉장,10.45 
2020-03-30,수산물,미국,미국,판매용,어류,가오리,가오리,냉동,2.13 
2020-03-30,수산물,베트남,베트남,판매용,연체류 해물모듬,낙지,낙지,냉동,6.82 
2020-03-30,수산물,중국,중국,판매용,패류 멍게류,조개,개조개,활,1.70 
2020-03-30,수산물,미국,미국,판매용,어류,명태,명태,냉동,1.60 
2020-03-30,수산물,기니,기니,판매용,어류,서대 박대 페루다,서대,냉동,3.45 
2020-03-30,수산물,일본,일본,판매용,어류,명태,명태,냉장,2.77 
2020-03-30,수산물,러시아,러시아,판매용,갑각류,게,왕게,활,40.00 
2020-03-30,수산물,칠레,칠레,판매용,어류,연어,은연어,냉동,4.95 
2020-03-30,수산물,태국,태국,판매용,연체류 해물모듬,낙지,낙지,냉장,10.21 
2020-03-30,수산물,기니,기니,판매용,어류,조기 보구치 강다리,영상가이석태,냉동,4.83 
2020-03-30,수산물,기니,기니,판매용,어류,조기 보구치 강다리,긴가이석태,냉동,4.95 
2020-03-30,수산물,중국,중국,판매용,어류,아귀,아귀,냉동,1.41 
2020-03-30,수산물,러시아,러시아,판매용,어류,명태,명태,"냉동,곤이",1.80 
2020-03-30,수산물,베트남,베트남,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,5.74 
2020-03-30,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",12.84 
2020-03-30,수산물,캐나다,캐나다,판매용,갑각류,가재 랍스타,바다가재,활,19.62 
2020-03-30,수산물,태국,태국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉장,7.38 
2020-03-30,수산물,노르웨이,노르웨이,판매용,어류,고등어,고등어,냉동,1.96 
2020-03-30,수산물,중국,중국,판매용,연체류 해물모듬,낙지,낙지,냉장,12.62 
2020-03-30,수산물,중국,중국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,활,5.20 
2020-03-30,수산물,러시아,러시아,판매용,갑각류,게,대게,활,19.06 
2020-03-30,수산물,중국,중국,판매용,연체류 해물모듬,낙지,낙지,활,22.55 
2020-03-30,수산물,중국,중국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉장,3.33 
2020-03-30,수산물,중국,중국,판매용,패류 멍게류,바지락,바지락,활,1.11 
2020-03-30,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.48 
2020-04-06,수산물,아르헨티나,아르헨티나,판매용,연체류 해물모듬,오징어,오징어,냉동,3.65 
2020-04-06,수산물,브라질,브라질,판매용,어류,가오리,가오리,냉동,3.91 
2020-04-06,수산물,캐나다,캐나다,판매용,갑각류,가재 랍스타,바닷가재,"냉동,자숙",14.34 
2020-04-06,수산물,캐나다,일본,판매용,알 곤이류,성게알,성게알,"냉장,횟감",105.49 
2020-04-06,수산물,칠레,칠레,판매용,어류,연어,은연어,"냉동,포장횟감,필렛(F)",9.00 
2020-04-06,수산물,칠레,중국,판매용,어류,연어,대서양연어,"냉동,슬라이스(S),포장횟감",19.29 
2020-04-06,수산물,중국,중국,판매용,어류,민물붕어,붕어,활,3.20 
2020-04-06,수산물,중국,중국,판매용,어류,잉어,잉어,활,2.64 
2020-04-06,수산물,중국,중국,판매용,어류,대구,대구,건조,8.04 
2020-04-06,수산물,중국,중국,판매용,어류,부세,부세,냉동,4.05 
2020-04-06,수산물,중국,중국,판매용,갑각류,새우,흰다리새우,"냉동,살",7.04 
2020-04-06,수산물,중국,중국,판매용,패류 멍게류,조개,가무락조개,활,2.00 
2020-04-06,수산물,영국,영국,자사제품제조용,패류 멍게류,골뱅이,골뱅이,"냉동,살,자숙",11.75 
2020-04-06,수산물,기니,기니,판매용,어류,서대 박대 페루다,홍서대,냉동,3.63 
2020-04-06,수산물,인도네시아,인도네시아,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,4.72 
2020-04-06,수산물,일본,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,필렛(F),횟감",12.90 
2020-04-06,수산물,일본,일본,판매용,어류,방어,방어,활,4.08 
2020-04-06,수산물,일본,일본,판매용,어류,방어,잿방어,활,13.63 
2020-04-06,수산물,일본,일본,판매용,패류 멍게류,조개 백합 대합,북방대합,활,4.02 
2020-04-06,수산물,대한민국,중국,판매용,연체류 해물모듬,오징어,오징어,냉동,3.06 
2020-04-06,수산물,대한민국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",4.11 
2020-04-06,수산물,대한민국,일본,판매용,어류,참치 새치류 ,눈다랑어,"냉동,필렛(F),횟감",15.72 
2020-04-06,수산물,멕시코,멕시코,판매용,어류,참치 새치류 ,참다랑어,냉장,23.50 
2020-04-06,수산물,노르웨이,중국,판매용,어류,고등어,고등어,"냉동,필렛(F)",4.22 
2020-04-06,수산물,노르웨이,노르웨이,판매용,어류,송어,송어,"냉장,필렛(F)",10.67 
2020-04-06,수산물,뉴질랜드,뉴질랜드,판매용,패류 멍게류,홍합,홍합,"냉동,자숙,한쪽껍질붙은",6.98 
2020-04-06,수산물,러시아,중국,판매용,어류,명태,명태,건조,3.61 
2020-04-06,수산물,러시아,중국,판매용,어류,명태,명태,"건조,필렛(F)",10.38 
2020-04-06,수산물,러시아,러시아,판매용,어류,임연수,임연수어,냉동,2.50 
2020-04-06,수산물,러시아,러시아,판매용,갑각류,게,왕게,냉장,5.00 
2020-04-06,수산물,러시아,러시아,외화획득용 제품,어류,호키류,줄민태,냉동,2.44 
2020-04-06,수산물,러시아,러시아,자사제품제조용,갑각류,게,대게,냉장,4.00 
2020-04-06,수산물,세이셸,일본,판매용,어류,참치 새치류 ,황새치,"냉동,필렛(F),횟감",18.80 
2020-04-06,수산물,세이셸,대만,외화획득용 원료,어류,참치 새치류 ,기름치,냉동,4.12 
2020-04-06,수산물,시에라리온,시에라리온,판매용,어류,서대 박대 페루다,서대,냉동,4.50 
2020-04-06,수산물,세네갈,세네갈,판매용,어류,갈치,갈치,냉동,2.94 
2020-04-06,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙",12.70 
2020-04-06,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙,포장횟감",18.47 
2020-04-06,수산물,튀니지,일본,판매용,어류,참치 새치류 ,참다랑어,"냉동,필렛(F),횟감",38.06 
2020-04-06,수산물,미국,중국,판매용,어류,가자미,각시가자미,냉동,2.65 
2020-04-06,수산물,미국,중국,판매용,어류,가자미,각시가자미,"냉동,필렛(F)",5.49 
2020-04-06,수산물,미국,미국,판매용,알 곤이류,성게알,성게알,"냉장,횟감",141.74 
2020-04-06,수산물,베네수엘라,베네수엘라,판매용,어류,갈치,갈치,냉동,3.53 
2020-04-06,수산물,베트남,베트남,판매용,어류,팡가시우스(홍메기),PANGASIUS메기,냉동,1.87 
2020-04-06,수산물,베트남,베트남,판매용,어류,가오리,가오리,냉동,4.13 
2020-04-06,수산물,베트남,베트남,판매용,어류,옥돔,옥두어,냉동,3.61 
2020-04-06,수산물,베트남,베트남,판매용,갑각류,새우,홍다리얼룩새우,"냉동,살,포장횟감",14.34 
2020-04-06,수산물,베트남,베트남,판매용,연체류 해물모듬,오징어,화살오징어,"냉동,동체,자숙,포장횟감",17.74 
2020-04-06,수산물,베트남,베트남,자사제품제조용,갑각류,새우,새우,"냉동,살",6.60 
2020-04-06,수산물,중국,중국,판매용,어류,고등어,고등어,냉동,1.89 
2020-04-06,수산물,중국,중국,판매용,어류,복어,까치복,냉동,2.27 
2020-04-06,수산물,중국,중국,판매용,갑각류,새우,새우,건조,7.50 
2020-04-06,수산물,중국,중국,판매용,갑각류,게,민꽃게,냉동,3.03 
2020-04-06,수산물,중국,중국,판매용,패류 멍게류,홍합,홍합,"냉동,살,자숙",1.87 
2020-04-06,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,백합,활,2.23 
2020-04-06,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",2.84 
2020-04-06,수산물,인도,인도,판매용,갑각류,새우,흰다리새우,"냉동,살",7.80 
2020-04-06,수산물,일본,일본,판매용,어류,준치,준치,냉장,3.12 
2020-04-06,수산물,키리바시,키리바시,외화획득용 제품,어류,참치 새치류 ,황다랑어,냉동,2.14 
2020-04-06,수산물,말레이시아,말레이시아,판매용,갑각류,새우,홍다리얼룩새우,냉동,10.82 
2020-04-06,수산물,말레이시아,말레이시아,판매용,연체류 해물모듬,낙지,낙지,냉동,4.22 
2020-04-06,수산물,말레이시아,말레이시아,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,4.40 
2020-04-06,수산물,페루,페루,판매용,갑각류,새우,흰다리새우,냉동,6.68 
2020-04-06,수산물,파키스탄,파키스탄,판매용,갑각류,게,게,"냉동,절단",2.78 
2020-04-06,수산물,러시아,러시아,판매용,어류,대구,대구,"냉동,곤이",1.85 
2020-04-06,수산물,러시아,러시아,외화획득용 제품,어류,대구,대구,냉동,3.23 
2020-04-06,수산물,대만,대만,판매용,어류,참치 새치류 ,황새치,냉동,5.45 
2020-04-06,수산물,미국,미국,판매용,어류,명태,명태,"냉동,곤이",1.90 
2020-04-06,수산물,미국,미국,판매용,어류,아귀,아귀,냉동,3.97 
2020-04-06,수산물,미국,미국,외화획득용 제품,어류,명태,명태,"냉동,창난",2.48 
2020-04-06,수산물,베트남,베트남,판매용,어류,틸라피아(역돔),틸라피아,냉동,1.91 
2020-04-06,수산물,베트남,베트남,판매용,어류,멸치,멸치,건조,3.62 
2020-04-06,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙",7.45 
2020-04-06,수산물,중국,중국,판매용,어류,메기 동자개,동자개,활,4.72 
2020-04-06,수산물,중국,중국,판매용,어류,잉어,이스라엘잉어,활,2.47 
2020-04-06,수산물,중국,중국,판매용,어류,민어 점성어,홍민어,활,4.55 
2020-04-06,수산물,중국,중국,판매용,어류,조기 보구치 강다리 ,참조기,냉동,3.54 
2020-04-06,수산물,중국,중국,판매용,갑각류,게,꽃게,냉동,4.00 
2020-04-06,수산물,중국,중국,판매용,패류 멍게류,바지락,바지락,냉동,1.24 
2020-04-06,수산물,중국,중국,판매용,패류 멍게류,바지락,바지락,"냉동,살,자숙",2.01 
2020-04-06,수산물,에콰도르,에콰도르,판매용,갑각류,새우,흰다리새우,냉동,5.94 
2020-04-06,수산물,인도네시아,인도네시아,판매용,연체류 해물모듬,낙지,낙지,냉동,5.50 
2020-04-06,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,돌돔,활,25.26 
2020-04-06,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,포장횟감,필렛(F)",29.90 
2020-04-06,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F),횟감",14.79 
2020-04-06,수산물,노르웨이,노르웨이,판매용,갑각류,게,왕게,활,41.33 
2020-04-06,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.98 
2020-04-06,수산물,파키스탄,파키스탄,판매용,갑각류,게,게,냉동,3.14 
2020-04-06,수산물,러시아,중국,판매용,어류,명태,명태,냉동,2.67 
2020-04-06,수산물,러시아,러시아,외화획득용 제품,어류,가자미,첨치가자미,냉동,2.41 
2020-04-06,수산물,시에라리온,시에라리온,판매용,어류,서대 박대 페루다,홍서대,냉동,3.45 
2020-04-06,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,살",12.45 
2020-04-06,수산물,미국,미국,판매용,어류,명태,명태,냉동,1.66 
2020-04-06,수산물,미국,미국,판매용,어류,장어,먹장어,활,8.47 
2020-04-06,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙,포장횟감",13.25 
2020-04-06,수산물,베트남,베트남,판매용,연체류 해물모듬,갑오징어,갑오징어,"냉동,동체",10.05 
2020-04-06,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",2.10 
2020-04-06,수산물,중국,중국,판매용,어류,도다리,강도다리,활,6.29 
2020-04-06,수산물,일본,일본,판매용,어류,가오리,가오리,냉장,1.89 
2020-04-06,수산물,모리타니,모리타니,판매용,연체류 해물모듬,문어,문어,냉동,8.54 
2020-04-06,수산물,노르웨이,노르웨이,판매용,어류,고등어,고등어,냉동,2.00 
2020-04-06,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.14 
2020-04-06,수산물,러시아,중국,판매용,어류,명태,명태,"건조,껍질",2.50 
2020-04-06,수산물,러시아,러시아,판매용,어류,가오리,가오리,냉동,1.87 
2020-04-06,수산물,미국,미국,판매용,갑각류,가재 랍스타,바다가재,활,20.67 
2020-04-06,수산물,미국,미국,자사제품제조용,어류,홍어,홍어,냉동,7.07 
2020-04-06,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살,포장횟감",13.14 
2020-04-06,수산물,바누아투,파나마,판매용,어류,참치 새치류 ,황새치,냉동,5.00 
2020-04-06,수산물,캐나다,캐나다,판매용,알 곤이류,성게알,성게알,"냉장,횟감",104.61 
2020-04-06,수산물,중국,중국,판매용,어류,미꾸라지,미꾸라지,활,4.32 
2020-04-06,수산물,중국,중국,판매용,어류,장어,뱀장어,활,11.70 
2020-04-06,수산물,중국,중국,판매용,어류,농어,농어,활,5.71 
2020-04-06,수산물,중국,중국,판매용,어류,아귀,아귀,냉장,2.47 
2020-04-06,수산물,중국,중국,판매용,갑각류,새우,적새우,"냉동,살",6.41 
2020-04-06,수산물,일본,일본,판매용,어류,홍어,홍어,냉장,5.55 
2020-04-06,수산물,러시아,러시아,판매용,어류,대구,대구,"냉동,목살",1.82 
2020-04-06,수산물,시에라리온,시에라리온,판매용,어류,조기 보구치 강다리,영상가이석태,냉동,4.14 
2020-04-06,수산물,시에라리온,시에라리온,판매용,어류,조기 보구치 강다리,긴가이석태,냉동,5.20 
2020-04-06,수산물,아르헨티나,아르헨티나,판매용,어류,가오리,가오리,냉동,4.92 
2020-04-06,수산물,아르헨티나,아르헨티나,판매용,어류,홍어,홍어,냉동,5.04 
2020-04-06,수산물,미국,미국,판매용,알 곤이류,명란(명태알),명태알,"냉동,알",6.18 
2020-04-06,수산물,베트남,베트남,판매용,연체류 해물모듬,갑오징어,갑오징어,냉동,5.18 
2020-04-06,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",1.62 
2020-04-06,수산물,중국,중국,판매용,어류,가자미,돌가자미,활,10.79 
2020-04-06,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,황돔,냉장,5.60 
2020-04-06,수산물,러시아,러시아,판매용,어류,명태,명태,냉동,1.30 
2020-04-06,수산물,태국,태국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,6.77 
2020-04-06,수산물,중국,중국,판매용,어류,홍어,홍어,냉장,3.60 
2020-04-06,수산물,중국,홍콩,판매용,어류,부세,부세,냉동,3.99 
2020-04-06,수산물,일본,일본,판매용,어류,갈치,갈치,냉장,14.19 
2020-04-06,수산물,러시아,러시아,판매용,갑각류,게,대게,냉장,5.35 
2020-04-06,수산물,베트남,베트남,판매용,연체류 해물모듬,낙지,낙지,냉동,6.98 
2020-04-06,수산물,중국,중국,판매용,갑각류,게,꽃게,"냉동,절단",2.97 
2020-04-06,수산물,기니,기니,판매용,어류,서대 박대 페루다,서대,냉동,3.13 
2020-04-06,수산물,일본,일본,판매용,어류,도미 감성돔 돔류,참돔,활,5.49 
2020-04-06,수산물,태국,태국,판매용,연체류 해물모듬,갑오징어,갑오징어,냉장,10.46 
2020-04-06,수산물,칠레,칠레,판매용,어류,연어,은연어,냉동,4.94 
2020-04-06,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,냉동,2.84 
2020-04-06,수산물,중국,중국,판매용,패류 멍게류,개불,개불,활,13.40 
2020-04-06,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,"냉장,필렛(F)",13.54 
2020-04-06,수산물,일본,일본,판매용,어류,명태,명태,냉장,3.14 
2020-04-06,수산물,일본,일본,판매용,패류 멍게류,가리비,가리비,활,2.36 
2020-04-06,수산물,중국,중국,판매용,패류 멍게류,조개 백합 대합,"백합,MERCENARIA MERCENARIA",활,0.94 
2020-04-06,수산물,러시아,일본,판매용,알 곤이류,성게알,성게알,"냉장,횟감",236.17 
2020-04-06,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",2.07 
2020-04-06,수산물,기니,기니,판매용,어류,조기 보구치 강다리,영상가이석태,냉동,4.54 
2020-04-06,수산물,기니,기니,판매용,어류,조기 보구치 강다리,긴가이석태,냉동,5.02 
2020-04-06,수산물,러시아,중국,판매용,어류,가자미,각시가자미,냉동,2.06 
2020-04-06,수산물,중국,중국,판매용,패류 멍게류,조개,개조개,활,1.71 
2020-04-06,수산물,베트남,베트남,판매용,갑각류,새우,흰다리새우,"냉동,살",8.91 
2020-04-06,수산물,태국,태국,판매용,연체류 해물모듬,낙지,낙지,냉장,10.25 
2020-04-06,수산물,중국,중국,판매용,어류,아귀,아귀,냉동,1.41 
2020-04-06,수산물,러시아,러시아,판매용,어류,명태,명태,"냉동,곤이",1.79 
2020-04-06,수산물,태국,태국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉장,7.38 
2020-04-06,수산물,베트남,베트남,판매용,갑각류,새우,젓새우,염장,0.74 
2020-04-06,수산물,베트남,베트남,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉동,5.80 
2020-04-06,수산물,캐나다,캐나다,판매용,갑각류,가재 랍스타,바다가재,활,21.19 
2020-04-06,수산물,칠레,칠레,판매용,어류,연어,대서양연어,냉동,6.01 
2020-04-06,수산물,러시아,러시아,판매용,갑각류,게,왕게,활,40.00 
2020-04-06,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,"냉장,필렛(F)",13.55 
2020-04-06,수산물,러시아,러시아,판매용,갑각류,게,대게,활,16.46 
2020-04-06,수산물,중국,중국,판매용,연체류 해물모듬,낙지,낙지,냉장,12.88 
2020-04-06,수산물,중국,중국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,활,5.24 
2020-04-06,수산물,중국,중국,판매용,연체류 해물모듬,낙지,낙지,활,21.04 
2020-04-06,수산물,중국,중국,판매용,연체류 해물모듬,쭈꾸미,주꾸미,냉장,3.34 
2020-04-06,수산물,중국,중국,판매용,패류 멍게류,바지락,바지락,활,1.07 
2020-04-06,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.39 
2020-04-13,수산물,칠레,칠레,판매용,어류,연어,은연어,"냉동,포장횟감,필렛(F)",9.00 
2020-04-13,수산물,중국,중국,판매용,어류,잉어,잉어,활,2.28 
2020-04-13,수산물,중국,중국,판매용,어류,참치 새치류 ,황새치,냉동,5.00 
2020-04-13,수산물,중국,중국,판매용,어류,고등어,고등어,냉동,1.68 
2020-04-13,수산물,중국,중국,판매용,어류,민어 점성어,큰민어,활,8.00 
2020-04-13,수산물,중국,중국,판매용,어류,복어,까치복,냉동,2.02 
2020-04-13,수산물,중국,중국,판매용,갑각류,새우,적새우,"냉동,살",4.96 
2020-04-13,수산물,중국,중국,판매용,패류 멍게류,바지락,바지락,"냉동,살,자숙",2.02 
2020-04-13,수산물,중국,중국,판매용,패류 멍게류,우렁 다슬기,다슬기,"냉동,살,자숙",3.23 
2020-04-13,수산물,중국,중국,판매용,패류 멍게류,조개,가무락조개,활,3.00 
2020-04-13,수산물,영국,영국,판매용,어류,연어,연어,냉장,9.75 
2020-04-13,수산물,인도,인도,판매용,어류,능성어 붉바리 바리,바리,냉동,3.01 
2020-04-13,수산물,인도,인도,판매용,갑각류,새우,흰다리새우,"냉동,살",7.36 
2020-04-13,수산물,일본,일본,판매용,어류,가오리,가오리,냉장,2.01 
2020-04-13,수산물,일본,일본,판매용,어류,준치,준치,냉장,3.43 
2020-04-13,수산물,일본,일본,판매용,어류,전갱기 매가리,흑점줄전갱이,활,15.63 
2020-04-13,수산물,일본,일본,판매용,어류,벤자리 알롱이,벤자리,활,7.35 
2020-04-13,수산물,일본,일본,판매용,패류 멍게류,가리비,가리비,"냉동,개아지살,살",14.11 
2020-04-13,수산물,대한민국,중국,판매용,연체류 해물모듬,오징어,오징어,냉동,3.03 
2020-04-13,수산물,미얀마,미얀마,판매용,갑각류,게,톱날꽃게,냉동,15.97 
2020-04-13,수산물,모리타니,모리타니,판매용,연체류 해물모듬,문어,문어,냉동,9.18 
2020-04-13,수산물,말레이시아,말레이시아,판매용,갑각류,새우,홍다리얼룩새우,냉동,12.99 
2020-04-13,수산물,노르웨이,노르웨이,판매용,어류,송어,송어,"냉장,필렛(F)",10.70 
2020-04-13,수산물,노르웨이,노르웨이,판매용,어류,연어,대서양연어,냉동,7.40 
2020-04-13,수산물,뉴질랜드,뉴질랜드,판매용,어류,홍어,홍어,냉동,3.35 
2020-04-13,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",2.00 
2020-04-13,수산물,필리핀,필리핀,판매용,패류 멍게류,전복,전복,"냉동,살,자숙",22.00 
2020-04-13,수산물,파키스탄,파키스탄,판매용,어류,조기 보구치 강다리,가이석태속,냉동,2.79 
2020-04-13,수산물,러시아,중국,판매용,어류,명태,명태,"냉동,필렛(F)",2.60 
2020-04-13,수산물,러시아,러시아,판매용,갑각류,게,털게,활,17.56 
2020-04-13,수산물,러시아,러시아,자사제품제조용,갑각류,게,왕게,냉장,7.81 
2020-04-13,수산물,세네갈,세네갈,판매용,어류,서대 박대 페루다,서대,냉동,2.25 
2020-04-13,수산물,세네갈,세네갈,판매용,어류,조기 보구치 강다리,영상가이석태,냉동,5.00 
2020-04-13,수산물,세네갈,세네갈,판매용,어류,조기 보구치 강다리,긴가이석태,냉동,5.05 
2020-04-13,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙",12.31 
2020-04-13,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,살,자숙,포장횟감",22.75 
2020-04-13,수산물,태국,태국,판매용,갑각류,새우,흰다리새우,"냉동,살",11.46 
2020-04-13,수산물,태국,태국,판매용,연체류 해물모듬,낙지,낙지,냉동,7.28 
2020-04-13,수산물,태국,태국,판매용,연체류 해물모듬,갑오징어,갑오징어,냉동,8.22 
2020-04-13,수산물,태국,태국,판매용,연체류 해물모듬,오징어,화살오징어,"냉동,슬라이스(S),포장횟감",16.79 
2020-04-13,수산물,대만,일본,판매용,어류,참치 새치류 ,황새치,"냉동,필렛(F),횟감",16.69 
2020-04-13,수산물,미국,중국,판매용,어류,가자미,각시가자미,"냉동,필렛(F)",5.65 
2020-04-13,수산물,미국,미국,판매용,어류,명태,명태,냉동,1.49 
2020-04-13,수산물,미국,미국,판매용,어류,장어,먹장어,활,8.35 
2020-04-13,수산물,베트남,베트남,판매용,어류,메기 동자개,메기,냉동,2.00 
